598,Leap!, Maddie Ziegler,
599,Leap!, Dane DeHaan,
600,Leap!, Julie Khaner,
601,Leap!, Elle Fanning,
602,Leap!, Terrence Scammell,
603,Leap!, Tamir Kapelian,
604,Leap!, Carly Rae Jepsen,
605,Oh! Baby (Malayalam),Samantha Ruth Prabhu,146
606,Oh! Baby (Malayalam), Lakshmi,
607,Oh! Baby (Malayalam), Rajendraprasad,
608,Oh! Baby (Malayalam), Naga Shourya,
609,Oh! Baby (Malayalam), Rao Ramesh,
610,Oh! Baby (Malayalam), Teja Sajja,
611,Oh! Baby (Malayalam), Pragathi,
612,Oh! Baby (Malayalam), Jagapathi Babu,
613,Oh! Baby (Malayalam), Aishwarya,
614,Oh! Baby (Malayalam), Urvashi,
615,Oh! Baby (Tamil),Samantha Ruth Prabhu,146
616,Oh! Baby (Tamil), Lakshmi,
617,Oh! Baby (Tamil), Rajendraprasad,
618,Oh! Baby (Tamil), Naga Shourya,
619,Oh! Baby (Tamil), Rao Ramesh,
620,Oh! Baby (Tamil), Teja Sajja,
621,Oh! Baby (Tamil), Pragathi,
622,Oh! Baby (Tamil), Jagapathi Babu,
623,Oh! Baby (Tamil), Aishwarya,
624,Oh! Baby (Tamil), Urvashi,
625,USS Indianapolis: Men of Courage,Nicolas Cage,130
626,USS Indianapolis: Men of Courage, Tom Sizemore,
627,USS Indianapolis: Men of Courage, Thomas Jane,
628,USS Indianapolis: Men of Courage, Matt Lanter,
629,USS Indianapolis: Men of Courage, James Remar,
630,USS Indianapolis: Men of Courage, Brian Presley,
631,USS Indianapolis: Men of Courage, Johnny Wactor,
632,USS Indianapolis: Men of Courage, Adam Scott Miller,
633,USS Indianapolis: Men of Courage, Cody Walker,
634,USS Indianapolis: Men of Courage, Callard Harris,
635,A Wrinkle in Time,Storm Reid,110
636,A Wrinkle in Time, Oprah Winfrey,
637,A Wrinkle in Time, Reese Witherspoon,
638,A Wrinkle in Time, Mindy Kaling,
639,A Wrinkle in Time, Deric McCabe,
640,A Wrinkle in Time, Levi Miller,
641,A Wrinkle in Time, Chris Pine,
642,A Wrinkle in Time, Gugu Mbatha-Raw,
643,A Wrinkle in Time, Zach Galifianakis,
644,A Wrinkle in Time, Michael Peña,
645,A Wrinkle in Time, Bellamy Young,
646,A Wrinkle in Time, André Holland,
647,A Wrinkle in Time, Will McCormack,
648,A Wrinkle in Time, Rowan Blanchard,
649,A Wrinkle in Time, Daniel MacPherson,
650,White Island,Lyndon Ogbourne,91
651,White Island, Billy Zane,
